Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,multiple_deliveries,Festival,City,Time_taken (min),distance
31.0,3.9,Cloudy,Low,1,1.0,0.0,Metropolitian,35,10.709003371535417
30.0,4.6,Sandstorms,Medium,1,1.0,0.0,Metropolitian,22,16.384900933459228
27.0,4.4,Sunny,High,0,3.0,0.0,Urban,49,6.147038743530447
27.0,4.5,Fog,Jam,0,1.0,0.0,Metropolitian,36,16.90295553948897
31.0,3.5,Stormy,Jam,2,1.0,0.0,Metropolitian,44,17.07644834661623
39.0,4.1,Cloudy,High,0,1.0,0.0,Metropolitian,32,6.209532713916441
32.0,4.7,Sandstorms,Medium,2,1.0,0.0,Metropolitian,22,10.44477615516592
39.0,4.7,Stormy,Low,1,1.0,0.0,Metropolitian,22,7.7626058902454
30.0,4.9,Stormy,Low,2,1.0,0.0,Metropolitian,26,1.5293087736834534
32.0,5.0,Windy,High,1,1.0,0.0,Metropolitian,31,6.217735074214348
20.0,4.9,Cloudy,Low,2,1.0,0.0,Metropolitian,16,3.064398872055142
31.0,4.7,Cloudy,Medium,2,1.0,0.0,Metropolitian,40,13.61117180523985
33.0,4.8,Stormy,Jam,2,1.0,0.0,,25,19.61782456145077
31.0,4.4,Windy,Jam,2,1.0,0.0,Metropolitian,41,13.829019124454268
34.0,4.1,Windy,Medium,0,2.0,0.0,Metropolitian,48,19.97292994794248
35.0,4.5,Cloudy,Medium,0,1.0,0.0,Metropolitian,40,12.43523852372965
23.0,4.1,Windy,High,0,1.0,0.0,Metropolitian,38,6.051108888205775
35.0,5.0,Sunny,Jam,1,0.0,0.0,Metropolitian,24,4.537940846050908
25.0,4.7,Windy,Jam,1,0.0,0.0,Urban,14,4.674143698976439
35.0,5.0,Sunny,Low,1,1.0,0.0,Urban,18,1.5525398251397549
38.0,4.9,Stormy,Low,2,1.0,0.0,Metropolitian,28,13.392785187379928
21.0,5.0,Stormy,Low,2,0.0,0.0,Metropolitian,10,16.63487011821184
31.0,4.7,Stormy,Low,1,1.0,0.0,Metropolitian,26,1.5581570033504792
38.0,4.9,Cloudy,High,2,,0.0,Metropolitian,25,6.232373004507649
31.0,4.9,Fog,Low,0,1.0,0.0,Metropolitian,25,3.02508632954624
27.0,4.9,Stormy,Jam,2,0.0,0.0,,10,9.219783818326416
25.0,4.9,Sandstorms,Jam,0,1.0,0.0,Metropolitian,29,9.19301447226696
21.0,4.6,Windy,High,1,1.0,0.0,Metropolitian,12,6.105290657855922
38.0,4.9,Windy,Jam,1,1.0,0.0,Metropolitian,28,7.790314135591859
31.0,4.6,Windy,Low,2,1.0,0.0,Metropolitian,29,1.5125562753617192
35.0,4.6,Windy,Medium,0,1.0,0.0,Metropolitian,33,6.146746629962817
30.0,3.8,Sandstorms,Jam,2,1.0,0.0,Metropolitian,40,10.704672233866503
21.0,4.9,Sunny,Jam,1,0.0,0.0,Metropolitian,11,14.021756535050493
20.0,4.7,Sandstorms,Jam,2,1.0,0.0,Urban,18,7.562478890452318
24.0,4.7,Sandstorms,High,1,0.0,0.0,Metropolitian,22,6.209199248060959
20.0,4.9,Fog,Medium,1,0.0,0.0,,25,16.85208641567295
23.0,4.9,Fog,Low,2,0.0,0.0,Metropolitian,28,19.878389859457627
27.0,4.9,Windy,Jam,1,1.0,0.0,Urban,24,12.41898167230365
30.0,4.7,Sunny,Low,2,0.0,0.0,Urban,10,3.116455382882508
37.0,4.6,Fog,Jam,0,0.0,0.0,Semi-Urban,50,13.989695713800396
37.0,4.9,Cloudy,Jam,0,1.0,0.0,Metropolitian,26,8.988011991138638
25.0,4.7,Fog,Jam,0,1.0,0.0,Urban,25,9.17813837505589
28.0,4.7,Sunny,Medium,1,1.0,0.0,Metropolitian,10,10.709308833621588
33.0,4.5,Stormy,Medium,1,1.0,0.0,Urban,27,4.537418110277337
20.0,4.7,Windy,High,2,0.0,0.0,Metropolitian,10,6.146683594473334
20.0,4.7,Sandstorms,Jam,2,1.0,0.0,,25,12.25768788680288
21.0,4.8,Cloudy,Low,2,1.0,0.0,Metropolitian,28,10.427668815941242
26.0,4.4,Sandstorms,Low,0,1.0,0.0,Metropolitian,24,3.059402876820984
24.0,4.9,Windy,Low,0,1.0,0.0,Metropolitian,23,19.3619764074264
28.0,5.0,Sunny,Jam,1,0.0,0.0,Metropolitian,18,4.6741517745550425
29.0,4.8,Fog,Low,2,1.0,0.0,Metropolitian,16,3.061134013686177
22.0,4.7,Stormy,Low,1,1.0,0.0,Metropolitian,16,13.583460272389509
20.0,4.6,Fog,Low,1,1.0,0.0,Metropolitian,15,3.1214062495331616
37.0,4.6,Cloudy,Low,0,1.0,0.0,Metropolitian,44,16.72060564152958
30.0,4.7,Windy,Low,0,1.0,0.0,Metropolitian,29,12.434585525064866
31.0,4.0,Fog,Medium,0,2.0,0.0,Metropolitian,32,7.683765443180289
23.0,4.8,Fog,Low,0,0.0,0.0,Metropolitian,20,1.5204709334108633
30.0,5.0,Fog,Low,2,1.0,0.0,Metropolitian,19,1.5524171512659315
39.0,4.6,Windy,Low,0,1.0,0.0,Metropolitian,27,10.756955716295083
37.0,4.6,Windy,Low,1,0.0,0.0,Metropolitian,16,12.464422665211348
21.0,4.8,Windy,High,1,1.0,0.0,Metropolitian,15,6.119692285951988
31.0,4.1,Fog,Low,1,0.0,0.0,Metropolitian,37,10.255386767982358
23.0,4.6,Sunny,Low,0,0.0,0.0,Metropolitian,16,7.564859910416516
25.0,4.9,Sandstorms,Low,2,1.0,0.0,Metropolitian,17,7.6831914051315
30.0,4.6,Windy,Medium,1,1.0,0.0,Metropolitian,30,8.93752787352923
30.0,4.9,Fog,Medium,1,0.0,0.0,Urban,19,9.121794088990224
36.0,4.0,Sandstorms,Low,0,1.0,0.0,Metropolitian,28,1.558083864051793
27.0,4.6,Windy,Low,0,0.0,0.0,Metropolitian,21,10.58713106938149
28.0,4.8,Sunny,Medium,1,0.0,0.0,Metropolitian,11,12.294166376369663
24.0,4.6,Fog,Low,1,0.0,0.0,Metropolitian,12,3.0201605229873048
31.0,4.5,Cloudy,Jam,2,1.0,0.0,Metropolitian,25,9.21969165952385
36.0,3.5,Stormy,Jam,1,0.0,0.0,Metropolitian,40,12.099096916817196
24.0,4.8,Windy,High,1,1.0,0.0,Urban,20,6.053998077148583
37.0,4.0,Windy,Jam,0,2.0,0.0,Metropolitian,51,12.100108934661812
34.0,4.1,Windy,Jam,0,3.0,0.0,Metropolitian,45,7.762510040102141
28.0,4.9,Cloudy,Low,0,1.0,0.0,Metropolitian,20,19.663125922534896
23.0,2.5,Sunny,Low,2,1.0,0.0,Urban,32,10.756273454297125
34.0,4.0,Sandstorms,Low,0,1.0,0.0,Metropolitian,34,7.651068542725116
26.0,4.7,Sandstorms,Medium,1,1.0,0.0,Urban,28,17.077999100718277
33.0,4.0,Windy,Low,0,1.0,0.0,Metropolitian,34,7.762944133594541
30.0,4.5,Stormy,Jam,2,1.0,0.0,Metropolitian,37,10.64192551943122
22.0,4.7,Stormy,Low,2,0.0,0.0,Metropolitian,11,3.024984591596264
20.0,5.0,Stormy,Medium,0,1.0,0.0,Metropolitian,18,6.036244196933988
32.0,4.7,Cloudy,High,2,0.0,0.0,Metropolitian,37,5.992261339612392
26.0,5.0,Cloudy,Low,1,1.0,0.0,Metropolitian,17,9.121375406203295
21.0,5.0,Cloudy,Medium,2,1.0,0.0,Metropolitian,33,16.15438392455014
27.0,4.7,Fog,Low,2,1.0,0.0,Metropolitian,22,17.137407700371956
24.0,4.9,Cloudy,Low,0,1.0,0.0,Metropolitian,24,13.788169484007303
31.0,4.6,Sunny,High,0,0.0,0.0,Metropolitian,24,6.081091813811516
34.0,4.9,Cloudy,Jam,0,1.0,0.0,Metropolitian,41,17.07559440107296
31.0,4.3,Stormy,Low,0,1.0,0.0,Metropolitian,31,9.087720328091445
36.0,4.6,Fog,Jam,1,0.0,0.0,Metropolitian,46,10.881731319465793
24.0,4.0,Stormy,Low,0,1.0,0.0,Metropolitian,27,1.4897995018082963
25.0,4.2,Sunny,Jam,0,2.0,1.0,Metropolitian,50,4.540574388731296
30.0,4.4,Fog,Jam,1,1.0,0.0,Metropolitian,41,13.58314386669513
32.0,4.9,Fog,Jam,0,0.0,1.0,Metropolitian,51,10.86627754255923
34.0,4.9,Sunny,Low,1,0.0,0.0,Metropolitian,16,1.4898424937942714
23.0,4.8,Sandstorms,Jam,0,1.0,0.0,Urban,20,7.54997184471634
28.0,4.6,Stormy,Low,2,0.0,0.0,Metropolitian,11,1.5581369822072066
29.0,4.5,Stormy,Jam,2,1.0,0.0,Metropolitian,24,4.560783589287684
31.0,4.2,Stormy,Jam,0,3.0,0.0,Urban,42,12.234822044206023
22.0,4.6,Windy,Low,1,0.0,0.0,Urban,12,13.735383556628708
31.0,4.6,Fog,Low,0,1.0,0.0,Metropolitian,28,3.061134013686177
23.0,4.7,Windy,Medium,1,1.0,0.0,Metropolitian,19,13.990536544120216
37.0,4.6,Windy,Low,2,1.0,0.0,Metropolitian,26,17.098804215242584
24.0,4.0,Stormy,Low,0,0.0,0.0,Metropolitian,20,3.109073410946993
25.0,4.6,Sunny,Jam,2,1.0,0.0,Urban,16,7.761486237714824
27.0,4.7,Sandstorms,Jam,2,1.0,0.0,Urban,26,4.528289130580048
23.0,4.7,Sandstorms,Medium,2,0.0,0.0,Metropolitian,23,7.772809995408273
27.0,4.6,Cloudy,Low,0,1.0,0.0,Metropolitian,23,3.01871690507141
37.0,4.8,Stormy,Low,1,1.0,0.0,Metropolitian,25,3.025149285677504
37.0,4.1,Sandstorms,Medium,1,0.0,0.0,Urban,32,4.610405794808594
36.0,4.9,Windy,Low,2,1.0,0.0,Metropolitian,25,19.880157869977552
23.0,4.9,Sandstorms,Jam,2,1.0,0.0,Metropolitian,19,12.46432929763658
37.0,3.8,Windy,Medium,2,0.0,0.0,Metropolitian,36,19.362740471251666
39.0,3.5,Windy,Medium,2,0.0,0.0,Metropolitian,34,12.074377562049362
32.0,4.8,Stormy,Medium,1,1.0,0.0,Metropolitian,30,6.209141643213009
38.0,4.7,Cloudy,Jam,1,1.0,0.0,Metropolitian,26,7.573406195224182
23.0,4.8,Stormy,Jam,1,1.0,0.0,Urban,29,13.610877575672198
21.0,4.9,Cloudy,Jam,2,0.0,0.0,Metropolitian,29,9.121874253616898
22.0,4.9,Fog,High,2,0.0,0.0,Metropolitian,28,3.0644270930248725
33.0,4.3,Stormy,Medium,2,1.0,0.0,Metropolitian,38,19.041749536212407
26.0,4.6,Cloudy,Medium,2,0.0,0.0,Urban,25,12.435238152054549
24.0,4.8,Sandstorms,Jam,0,1.0,0.0,Urban,24,9.326360257118816
30.0,4.3,Stormy,Low,0,1.0,0.0,Metropolitian,33,4.610365144357059
26.0,4.9,Sandstorms,Medium,1,0.0,0.0,Metropolitian,21,5.959019072169318
23.0,4.9,Fog,Medium,0,1.0,0.0,Metropolitian,28,4.4941214368931
33.0,4.9,Fog,High,0,0.0,0.0,Urban,27,6.037448590044755
34.0,4.8,Windy,Jam,0,3.0,1.0,Metropolitian,50,10.865675782880029
32.0,4.7,Fog,Jam,1,1.0,0.0,Metropolitian,27,4.595940524023754
24.0,5.0,Windy,Low,1,,0.0,Metropolitian,15,3.104782360921429
32.0,4.8,Fog,Low,2,0.0,0.0,Metropolitian,15,9.12108977493757
28.0,5.0,Sunny,Low,0,1.0,0.0,Urban,25,10.56459693415822
21.0,4.9,Cloudy,Low,2,1.0,0.0,Metropolitian,14,7.761486237714824
36.0,3.9,Sunny,Jam,1,1.0,0.0,Metropolitian,32,10.568447337504711
21.0,4.8,Sandstorms,Jam,2,0.0,0.0,Metropolitian,18,10.59395402438727
36.0,5.0,Sunny,Medium,0,1.0,0.0,Metropolitian,22,4.579014167492439
32.0,4.9,Stormy,Medium,2,1.0,0.0,Metropolitian,23,19.670875908220225
32.0,4.7,Cloudy,Low,1,1.0,0.0,Metropolitian,15,1.5545816630911855
29.0,4.9,Cloudy,Jam,0,2.0,0.0,Metropolitian,38,12.161450531436758
29.0,4.6,Sunny,Medium,1,1.0,0.0,Metropolitian,12,4.634551589453643
26.0,4.8,Stormy,Medium,1,1.0,0.0,Metropolitian,28,7.761350404897231
28.0,4.8,Fog,Jam,0,,0.0,Metropolitian,39,13.611566722125083
20.0,4.6,Fog,Jam,2,1.0,0.0,Urban,31,13.405971717381744
27.0,4.1,Cloudy,Jam,1,1.0,0.0,Metropolitian,41,10.427668815941242
35.0,4.1,Sunny,Medium,0,0.0,0.0,Metropolitian,38,16.824864367093813
33.0,4.0,Sandstorms,Low,0,1.0,0.0,Metropolitian,32,1.5298253586323256
29.0,,Cloudy,High,1,0.0,0.0,Metropolitian,20,6.176431857672641
20.0,4.8,Sunny,Jam,2,0.0,0.0,Metropolitian,15,19.362530001074912
34.0,4.7,Cloudy,Low,2,0.0,0.0,Metropolitian,15,1.532229188735096
30.0,4.8,Windy,Low,2,1.0,0.0,Metropolitian,20,4.657672650623545
36.0,5.0,Fog,Jam,0,0.0,0.0,Metropolitian,32,9.17632585467143
20.0,4.7,Sunny,Jam,1,1.0,0.0,Metropolitian,18,7.803044762988818
24.0,4.9,Sandstorms,Low,1,0.0,0.0,Metropolitian,16,1.4897777216516548
21.0,4.6,Stormy,Medium,1,0.0,0.0,Metropolitian,24,10.684082824870671
31.0,4.9,Sunny,Jam,2,0.0,0.0,Metropolitian,25,20.554900100243984
30.0,4.4,Cloudy,High,0,1.0,0.0,Metropolitian,34,6.232150258829198
38.0,4.8,Cloudy,Medium,1,1.0,0.0,Metropolitian,16,9.121499067661926
24.0,4.3,Windy,Low,0,1.0,0.0,,22,9.348431884826278
21.0,4.9,Cloudy,Low,2,0.0,0.0,Metropolitian,11,9.193021332844554
26.0,4.6,Cloudy,Low,0,1.0,0.0,Metropolitian,22,13.989532967705534
35.0,4.8,Stormy,Low,2,0.0,0.0,Metropolitian,24,3.105095437473336
37.0,4.8,Stormy,Jam,2,1.0,0.0,Metropolitian,28,7.566949319257016
32.0,4.8,Sandstorms,Medium,1,1.0,0.0,Metropolitian,23,16.60811661507955
23.0,4.8,Fog,Medium,2,1.0,0.0,Metropolitian,38,20.205788522337425
20.0,4.7,Windy,Jam,2,1.0,0.0,Metropolitian,15,9.19302787417212
32.0,4.7,Sandstorms,Medium,1,1.0,0.0,,30,4.59595027478907
25.0,4.9,Fog,Jam,1,1.0,0.0,Urban,25,7.762480218802449
29.0,4.7,Cloudy,Jam,0,0.0,0.0,Urban,29,8.937806252924872
33.0,4.4,Cloudy,Low,1,0.0,0.0,Metropolitian,36,19.89050358396721
23.0,4.7,Cloudy,Medium,2,0.0,0.0,Urban,16,7.7626058902454
20.0,4.9,Windy,Medium,0,0.0,0.0,Metropolitian,27,4.53754359959467
23.0,4.7,Sandstorms,Medium,1,1.0,0.0,Metropolitian,26,9.088011034370512
32.0,4.3,Windy,Low,0,1.0,0.0,Metropolitian,22,3.02508632954624
39.0,4.6,Cloudy,Low,2,1.0,0.0,Metropolitian,28,12.435540495461442
36.0,4.7,Cloudy,Low,0,1.0,0.0,Metropolitian,40,13.7884543583669
38.0,4.9,Fog,Low,0,1.0,0.0,Urban,22,9.193093962702912
24.0,5.0,Sandstorms,High,0,1.0,0.0,Metropolitian,34,6.210061176100267
37.0,4.3,Cloudy,High,1,1.0,0.0,Metropolitian,36,3.104785917529512
25.0,4.8,Cloudy,Low,0,1.0,0.0,Metropolitian,24,3.040570257157668
30.0,4.6,Sandstorms,High,0,1.0,0.0,Metropolitian,42,1.554514382186963
39.0,4.8,Sandstorms,Low,2,1.0,0.0,Metropolitian,27,19.659414837288296
34.0,4.9,Sunny,Medium,2,1.0,0.0,Metropolitian,18,6.147415198875052
21.0,4.8,Stormy,Jam,1,1.0,0.0,Urban,19,8.938588654178497
21.0,3.7,Sunny,Jam,0,1.0,0.0,Metropolitian,45,7.772039544673178
38.0,4.9,Windy,Jam,0,1.0,0.0,Metropolitian,47,7.648322354566645
38.0,4.7,Cloudy,Low,2,0.0,0.0,Metropolitian,30,17.13737798601516
39.0,4.0,Sandstorms,Jam,0,1.0,0.0,Metropolitian,38,19.91059239709516
33.0,4.6,Windy,Medium,1,1.0,0.0,Metropolitian,29,7.564859910416516
25.0,4.7,Sandstorms,Jam,0,1.0,0.0,Metropolitian,32,10.906379374468557
34.0,4.3,Cloudy,Medium,1,2.0,0.0,Metropolitian,40,10.64218546208277
24.0,4.7,Stormy,Jam,2,1.0,0.0,,17,16.83090555193196
22.0,4.6,Cloudy,High,2,,0.0,Metropolitian,20,3.0186634483528856
35.0,4.6,Fog,Jam,0,1.0,1.0,Metropolitian,51,19.36427479298585
28.0,4.5,Cloudy,Low,0,1.0,0.0,Metropolitian,23,3.10898815016845
33.0,5.0,Windy,High,1,1.0,0.0,Metropolitian,31,1.5294972211332267
35.0,4.9,Fog,Medium,0,2.0,0.0,Urban,36,19.340983552936382
23.0,4.8,Cloudy,Low,1,,0.0,Metropolitian,12,2.979750394372844
23.0,4.9,Stormy,Medium,1,1.0,0.0,Metropolitian,24,10.485887497043208
39.0,4.7,Sunny,Jam,0,1.0,0.0,Metropolitian,30,10.428102699087152
32.0,4.7,Stormy,Low,0,1.0,0.0,Metropolitian,27,13.407238587856966
38.0,4.6,Sandstorms,Low,0,1.0,0.0,Metropolitian,29,12.417550916012395
36.0,4.9,Stormy,Jam,1,0.0,0.0,Metropolitian,26,7.564859910416516
32.0,4.7,Windy,Jam,0,1.0,0.0,Metropolitian,52,10.427571382480686
29.0,4.6,Sandstorms,Low,2,1.0,0.0,Metropolitian,11,10.427575355310204
21.0,4.5,Sunny,High,2,1.0,0.0,Metropolitian,17,1.5204186010643506
23.0,4.7,Stormy,Medium,1,1.0,0.0,Urban,22,6.081440911759753
21.0,4.6,Sunny,Medium,0,0.0,0.0,Metropolitian,16,19.658727827948923
23.0,4.7,Sunny,Jam,2,1.0,0.0,Metropolitian,14,9.179276688028636
30.0,4.6,Windy,Jam,0,1.0,0.0,Urban,39,4.537647566708254
22.0,4.6,Sandstorms,Low,2,0.0,0.0,Urban,14,3.02515336688674
25.0,4.5,Sunny,Medium,0,0.0,0.0,Metropolitian,23,8.929003109241874
23.0,4.8,Cloudy,Medium,0,0.0,0.0,Metropolitian,23,9.348112475389565
21.0,5.0,Sunny,Low,0,1.0,0.0,Urban,13,3.0732024062611822
35.0,4.9,Sandstorms,Jam,2,1.0,0.0,Metropolitian,29,7.772809995408273
27.0,4.1,Windy,Low,0,1.0,0.0,Urban,22,3.0644871057616703
28.0,4.5,Stormy,Jam,0,1.0,0.0,Metropolitian,27,20.851598740135785
24.0,4.9,Sunny,Low,2,0.0,0.0,Metropolitian,20,3.108902629159348
24.0,5.0,Sandstorms,Low,1,1.0,0.0,Urban,12,1.4883409409467787
29.0,4.8,Fog,Jam,1,2.0,0.0,Metropolitian,43,20.17829858184824
23.0,4.6,Fog,High,1,1.0,0.0,Metropolitian,24,3.0585736588579726
36.0,4.5,Sunny,Medium,2,1.0,0.0,Urban,23,13.830131455506187
27.0,4.8,Sandstorms,Low,1,0.0,0.0,Metropolitian,16,9.348552276072713
21.0,4.7,Stormy,Medium,1,0.0,0.0,Metropolitian,26,19.76188040923094
38.0,4.4,Fog,Jam,2,2.0,1.0,Urban,49,20.20525323529291
35.0,4.9,Sunny,Jam,1,1.0,0.0,Metropolitian,30,19.97292994794248
32.0,5.0,Fog,Medium,0,1.0,1.0,Metropolitian,46,10.485887497043208
26.0,4.8,Sunny,Jam,2,0.0,0.0,Urban,18,10.865464603780389
33.0,4.9,Fog,Low,0,1.0,0.0,Urban,24,3.059933327241409
35.0,4.8,Cloudy,Medium,2,0.0,0.0,Urban,18,9.315028811002955
29.0,4.8,Windy,Jam,1,1.0,0.0,Metropolitian,17,20.183799025948787
24.0,4.6,Stormy,Medium,0,1.0,0.0,Metropolitian,25,7.549900138928506
22.0,4.6,Sunny,Medium,1,1.0,0.0,Urban,12,10.427299400994952
39.0,4.3,Stormy,Low,0,1.0,0.0,Metropolitian,23,1.5303005968363894
21.0,5.0,Windy,Jam,1,1.0,0.0,,25,16.824772113250837
35.0,4.8,Sunny,Jam,1,0.0,0.0,Urban,15,9.348448896833318
31.0,4.9,Sandstorms,Low,2,1.0,0.0,Urban,21,3.104632093351238
26.0,4.7,Stormy,Jam,2,0.0,0.0,Metropolitian,19,4.537647566708254
24.0,4.6,Windy,Medium,2,1.0,0.0,Metropolitian,29,17.16665964124969
27.0,4.4,Windy,Jam,0,1.0,0.0,Metropolitian,37,20.18090860125022
22.0,4.4,Sandstorms,Jam,0,0.0,0.0,Metropolitian,37,14.021726512881596
34.0,4.6,Windy,Low,1,1.0,0.0,Metropolitian,21,11.916606438888204
38.0,4.8,Windy,Low,1,1.0,0.0,Metropolitian,21,9.179538450826046
35.0,4.6,Stormy,Low,1,1.0,0.0,Metropolitian,23,16.902909983695867
31.0,4.9,Windy,Low,1,1.0,0.0,Metropolitian,23,4.596738270616882
35.0,4.9,Fog,Jam,2,1.0,0.0,Metropolitian,43,13.405500819756533
27.0,4.9,Stormy,High,1,0.0,0.0,Metropolitian,13,6.146243658393431
,,Sandstorms,Medium,1,1.0,0.0,Metropolitian,29,7.601304456856061
25.0,4.9,Stormy,Low,2,1.0,,Metropolitian,10,19.760743726313585
27.0,4.6,Stormy,Low,2,1.0,0.0,Metropolitian,16,9.17632585467143
25.0,4.7,Fog,Low,0,1.0,0.0,Metropolitian,24,1.5580994617898951
35.0,4.7,Cloudy,Low,0,1.0,0.0,Metropolitian,26,4.537516076226438
23.0,4.5,Fog,High,2,1.0,0.0,Metropolitian,23,6.037448590044755
29.0,4.9,Sandstorms,Low,1,1.0,0.0,Metropolitian,18,3.04081604085675
20.0,4.9,Sunny,Jam,2,0.0,0.0,Urban,11,9.363582612380204
26.0,4.7,Stormy,High,1,1.0,0.0,Metropolitian,20,1.5127140854704322
25.0,4.8,Sunny,Low,2,0.0,0.0,Urban,16,9.22031682218032
34.0,4.3,Windy,Medium,0,1.0,0.0,Metropolitian,36,4.528162065607132
29.0,4.6,Sandstorms,Jam,1,1.0,0.0,Metropolitian,11,7.763183552897837
39.0,4.6,Sunny,Medium,0,1.0,0.0,Metropolitian,20,7.772466272035551
25.0,4.8,Cloudy,Jam,0,0.0,0.0,Metropolitian,45,16.384502397510182
39.0,4.2,Fog,Low,0,1.0,0.0,Metropolitian,40,20.505025636231377
30.0,4.5,Stormy,Medium,0,1.0,0.0,Metropolitian,29,4.528158738548494
32.0,4.9,Fog,Low,0,1.0,0.0,Metropolitian,20,3.0736184684147863
22.0,5.0,Fog,Jam,2,1.0,0.0,Metropolitian,31,20.287480726601466
35.0,4.9,Cloudy,Medium,2,0.0,0.0,Metropolitian,16,9.05536131845396
24.0,4.8,Windy,Medium,0,1.0,0.0,Metropolitian,24,13.78848075238715
23.0,4.8,Windy,Medium,2,1.0,0.0,Metropolitian,29,17.0970739431768
33.0,4.8,Sunny,Low,2,1.0,0.0,Urban,17,7.682703792667339
33.0,4.8,Sunny,Jam,2,0.0,0.0,Metropolitian,18,16.63541627418215
23.0,4.2,Cloudy,Jam,1,1.0,0.0,Metropolitian,40,16.660097204546265
38.0,4.4,Fog,Jam,2,2.0,0.0,Metropolitian,39,19.974200402690443
31.0,4.2,Windy,Medium,1,1.0,0.0,Metropolitian,38,17.13751702263965
20.0,4.7,Fog,Low,2,1.0,0.0,Metropolitian,28,10.562878909252843
20.0,4.8,Sunny,Low,1,1.0,0.0,Urban,20,2.9794951426843785
31.0,4.3,Sandstorms,Low,0,0.0,0.0,Metropolitian,33,4.596439723177665
25.0,4.7,Sandstorms,Medium,1,0.0,0.0,Metropolitian,29,20.252967850083056
38.0,4.9,Fog,Low,2,1.0,0.0,Metropolitian,15,1.5438752136154863
23.0,5.0,Sunny,Medium,0,1.0,0.0,Urban,29,10.56959081160131
33.0,4.7,Stormy,Low,1,1.0,0.0,Metropolitian,23,19.617581275547632
37.0,4.7,Cloudy,Jam,2,1.0,0.0,Urban,27,7.761422437275375
36.0,4.8,Sandstorms,Low,1,1.0,0.0,Metropolitian,18,10.586910515510665
38.0,4.8,Cloudy,Medium,2,,0.0,Metropolitian,18,9.348072739621903
23.0,4.7,Fog,Medium,2,1.0,0.0,Metropolitian,28,20.506343001219367
26.0,4.7,Fog,Jam,1,1.0,0.0,Metropolitian,29,4.65715978228187
32.0,4.6,Sunny,Low,2,1.0,0.0,Urban,18,20.176811965426136
29.0,4.8,Stormy,Medium,2,0.0,0.0,Urban,20,5.960265171500215
25.0,4.6,Windy,Jam,0,1.0,0.0,,25,20.85172635753384
35.0,4.9,Fog,Low,2,1.0,0.0,Metropolitian,30,10.586824027282614
21.0,4.8,Sunny,High,1,0.0,0.0,Urban,15,6.050355980667947
31.0,4.0,Stormy,Jam,0,2.0,0.0,Metropolitian,47,16.659917302375394
26.0,4.8,Windy,Low,0,0.0,0.0,Metropolitian,15,12.434913132379243
20.0,4.9,Sunny,Medium,1,0.0,0.0,Urban,11,16.11320056524447
39.0,4.6,Windy,Low,1,0.0,0.0,Urban,26,1.5544659606035225
27.0,4.9,Windy,Jam,2,1.0,0.0,Urban,16,16.852834881460105
36.0,4.8,Sandstorms,Low,1,1.0,0.0,Urban,27,1.5125746930783428
37.0,4.9,Windy,Low,0,1.0,0.0,Metropolitian,28,17.076725433736602
34.0,4.6,Sandstorms,Low,1,1.0,0.0,Metropolitian,23,3.109210739496908
26.0,4.7,Sunny,Jam,2,0.0,0.0,Urban,17,4.587356404161672
27.0,4.6,Sandstorms,Jam,1,0.0,0.0,Metropolitian,26,12.35263985896029
38.0,4.3,Stormy,Jam,1,1.0,0.0,Urban,40,13.973727486522968
24.0,4.6,Windy,Medium,2,0.0,0.0,Urban,24,12.41960204102968
29.0,4.8,Sandstorms,Low,2,0.0,0.0,Metropolitian,18,20.18269322461139
33.0,4.3,Sandstorms,Low,0,1.0,0.0,Urban,22,3.087714229826543
37.0,4.7,Cloudy,Medium,2,1.0,0.0,Metropolitian,32,12.161512247541568
32.0,5.0,Stormy,Medium,2,1.0,0.0,Metropolitian,31,4.674393132741051
35.0,4.6,Sunny,Medium,0,1.0,0.0,Urban,30,17.097651549864548
38.0,4.8,Cloudy,Low,2,0.0,0.0,Metropolitian,19,8.938176353487746
22.0,4.5,Cloudy,Medium,0,1.0,0.0,Metropolitian,44,19.76188040923094
22.0,4.9,Sandstorms,High,0,1.0,0.0,,20,1.509439424217718
31.0,4.1,Windy,Jam,0,1.0,0.0,Metropolitian,32,4.656649028065795
26.0,4.8,Windy,High,1,0.0,0.0,Metropolitian,27,3.104691169539904
32.0,5.0,Cloudy,Medium,1,1.0,1.0,Metropolitian,39,19.618645096414923
27.0,4.9,Sunny,Low,0,1.0,0.0,Metropolitian,29,19.97456846935303
21.0,4.6,Sunny,High,1,1.0,0.0,Metropolitian,14,6.208803959900089
34.0,4.2,Fog,Jam,2,1.0,0.0,Metropolitian,48,12.079397153885392
39.0,4.8,Sunny,Medium,2,0.0,0.0,Urban,27,13.405918573024548
27.0,4.4,Windy,Jam,0,0.0,0.0,Metropolitian,34,12.42069253996503
32.0,4.8,Windy,Jam,2,1.0,0.0,,29,16.85256546543028
35.0,4.1,Stormy,Low,0,1.0,0.0,Metropolitian,29,1.5093764432901144
25.0,4.5,Sandstorms,Jam,2,1.0,0.0,Metropolitian,20,20.068305329321632
37.0,4.8,Fog,Jam,1,1.0,0.0,Metropolitian,26,9.0540529501695
36.0,4.1,Cloudy,Medium,0,1.0,0.0,Metropolitian,32,5.860353655313712
23.0,4.8,Cloudy,Jam,1,0.0,0.0,Metropolitian,27,9.121136119359766
34.0,4.3,Sandstorms,Jam,1,0.0,0.0,Metropolitian,31,13.77076958377127
